state,year,month,day,date,wday,births
MI,1980,5,9,1980-05-09,Fri,425
MN,1980,5,9,1980-05-09,Fri,202
MO,1980,5,9,1980-05-09,Fri,208
MS,1980,5,9,1980-05-09,Fri,128
MT,1980,5,9,1980-05-09,Fri,48
NC,1980,5,9,1980-05-09,Fri,194
ND,1980,5,9,1980-05-09,Fri,32
NE,1980,5,9,1980-05-09,Fri,73
NH,1980,5,9,1980-05-09,Fri,31
NJ,1980,5,9,1980-05-09,Fri,250
NM,1980,5,9,1980-05-09,Fri,66
NV,1980,5,9,1980-05-09,Fri,35
NY,1980,5,9,1980-05-09,Fri,666
OH,1980,5,9,1980-05-09,Fri,478
OK,1980,5,9,1980-05-09,Fri,119
OR,1980,5,9,1980-05-09,Fri,143
PA,1980,5,9,1980-05-09,Fri,417
RI,1980,5,9,1980-05-09,Fri,42
SC,1980,5,9,1980-05-09,Fri,116
SD,1980,5,9,1980-05-09,Fri,28
TN,1980,5,9,1980-05-09,Fri,206
TX,1980,5,9,1980-05-09,Fri,690
UT,1980,5,9,1980-05-09,Fri,120
VA,1980,5,9,1980-05-09,Fri,201
VT,1980,5,9,1980-05-09,Fri,21
WA,1980,5,9,1980-05-09,Fri,201
WI,1980,5,9,1980-05-09,Fri,215
WV,1980,5,9,1980-05-09,Fri,87
WY,1980,5,9,1980-05-09,Fri,26
AK,1980,5,10,1980-05-10,Sat,32
AL,1980,5,10,1980-05-10,Sat,130
AR,1980,5,10,1980-05-10,Sat,69
AZ,1980,5,10,1980-05-10,Sat,126
CA,1980,5,10,1980-05-10,Sat,972
CO,1980,5,10,1980-05-10,Sat,146
CT,1980,5,10,1980-05-10,Sat,83
DC,1980,5,10,1980-05-10,Sat,46
DE,1980,5,10,1980-05-10,Sat,30
FL,1980,5,10,1980-05-10,Sat,279
GA,1980,5,10,1980-05-10,Sat,188
HI,1980,5,10,1980-05-10,Sat,35
IA,1980,5,10,1980-05-10,Sat,103
ID,1980,5,10,1980-05-10,Sat,49
IL,1980,5,10,1980-05-10,Sat,462
IN,1980,5,10,1980-05-10,Sat,228
KS,1980,5,10,1980-05-10,Sat,81
KY,1980,5,10,1980-05-10,Sat,140
LA,1980,5,10,1980-05-10,Sat,151
MA,1980,5,10,1980-05-10,Sat,179
MD,1980,5,10,1980-05-10,Sat,110
ME,1980,5,10,1980-05-10,Sat,36
MI,1980,5,10,1980-05-10,Sat,359
MN,1980,5,10,1980-05-10,Sat,150
MO,1980,5,10,1980-05-10,Sat,185
MS,1980,5,10,1980-05-10,Sat,97
MT,1980,5,10,1980-05-10,Sat,39
NC,1980,5,10,1980-05-10,Sat,189
ND,1980,5,10,1980-05-10,Sat,40
NE,1980,5,10,1980-05-10,Sat,59
NH,1980,5,10,1980-05-10,Sat,39
NJ,1980,5,10,1980-05-10,Sat,224
NM,1980,5,10,1980-05-10,Sat,60
NV,1980,5,10,1980-05-10,Sat,29
NY,1980,5,10,1980-05-10,Sat,559
OH,1980,5,10,1980-05-10,Sat,414
OK,1980,5,10,1980-05-10,Sat,103
OR,1980,5,10,1980-05-10,Sat,124
PA,1980,5,10,1980-05-10,Sat,348
RI,1980,5,10,1980-05-10,Sat,44
SC,1980,5,10,1980-05-10,Sat,113
SD,1980,5,10,1980-05-10,Sat,35
TN,1980,5,10,1980-05-10,Sat,143
TX,1980,5,10,1980-05-10,Sat,625
UT,1980,5,10,1980-05-10,Sat,104
VA,1980,5,10,1980-05-10,Sat,165
VT,1980,5,10,1980-05-10,Sat,18
WA,1980,5,10,1980-05-10,Sat,180
WI,1980,5,10,1980-05-10,Sat,195
WV,1980,5,10,1980-05-10,Sat,90
WY,1980,5,10,1980-05-10,Sat,26
AK,1980,5,11,1980-05-11,Sun,30
AL,1980,5,11,1980-05-11,Sun,126
AR,1980,5,11,1980-05-11,Sun,84
AZ,1980,5,11,1980-05-11,Sun,108
CA,1980,5,11,1980-05-11,Sun,948
CO,1980,5,11,1980-05-11,Sun,130
CT,1980,5,11,1980-05-11,Sun,91
DC,1980,5,11,1980-05-11,Sun,50
DE,1980,5,11,1980-05-11,Sun,16
FL,1980,5,11,1980-05-11,Sun,260
GA,1980,5,11,1980-05-11,Sun,212
HI,1980,5,11,1980-05-11,Sun,29
IA,1980,5,11,1980-05-11,Sun,132
ID,1980,5,11,1980-05-11,Sun,54
IL,1980,5,11,1980-05-11,Sun,484
IN,1980,5,11,1980-05-11,Sun,227
KS,1980,5,11,1980-05-11,Sun,95
KY,1980,5,11,1980-05-11,Sun,126
LA,1980,5,11,1980-05-11,Sun,161
MA,1980,5,11,1980-05-11,Sun,165
MD,1980,5,11,1980-05-11,Sun,98
ME,1980,5,11,1980-05-11,Sun,37
MI,1980,5,11,1980-05-11,Sun,359
MN,1980,5,11,1980-05-11,Sun,156
MO,1980,5,11,1980-05-11,Sun,183
MS,1980,5,11,1980-05-11,Sun,97
MT,1980,5,11,1980-05-11,Sun,47
NC,1980,5,11,1980-05-11,Sun,183
ND,1980,5,11,1980-05-11,Sun,26
NE,1980,5,11,1980-05-11,Sun,71
NH,1980,5,11,1980-05-11,Sun,36
NJ,1980,5,11,1980-05-11,Sun,198
NM,1980,5,11,1980-05-11,Sun,56
NV,1980,5,11,1980-05-11,Sun,32
NY,1980,5,11,1980-05-11,Sun,611
OH,1980,5,11,1980-05-11,Sun,416
OK,1980,5,11,1980-05-11,Sun,103
OR,1980,5,11,1980-05-11,Sun,106
PA,1980,5,11,1980-05-11,Sun,360
RI,1980,5,11,1980-05-11,Sun,28
SC,1980,5,11,1980-05-11,Sun,106
SD,1980,5,11,1980-05-11,Sun,32
TN,1980,5,11,1980-05-11,Sun,156
TX,1980,5,11,1980-05-11,Sun,601
UT,1980,5,11,1980-05-11,Sun,102
VA,1980,5,11,1980-05-11,Sun,161
VT,1980,5,11,1980-05-11,Sun,15
WA,1980,5,11,1980-05-11,Sun,142
WI,1980,5,11,1980-05-11,Sun,172
WV,1980,5,11,1980-05-11,Sun,68
WY,1980,5,11,1980-05-11,Sun,26
AK,1980,5,12,1980-05-12,Mon,20
AL,1980,5,12,1980-05-12,Mon,172
AR,1980,5,12,1980-05-12,Mon,102
AZ,1980,5,12,1980-05-12,Mon,136
CA,1980,5,12,1980-05-12,Mon,1048
CO,1980,5,12,1980-05-12,Mon,150
CT,1980,5,12,1980-05-12,Mon,104
DC,1980,5,12,1980-05-12,Mon,52
DE,1980,5,12,1980-05-12,Mon,28
FL,1980,5,12,1980-05-12,Mon,354
GA,1980,5,12,1980-05-12,Mon,300
HI,1980,5,12,1980-05-12,Mon,49
IA,1980,5,12,1980-05-12,Mon,115
ID,1980,5,12,1980-05-12,Mon,58
IL,1980,5,12,1980-05-12,Mon,544
IN,1980,5,12,1980-05-12,Mon,256
KS,1980,5,12,1980-05-12,Mon,117
KY,1980,5,12,1980-05-12,Mon,137
LA,1980,5,12,1980-05-12,Mon,206
MA,1980,5,12,1980-05-12,Mon,206
MD,1980,5,12,1980-05-12,Mon,115
ME,1980,5,12,1980-05-12,Mon,47
MI,1980,5,12,1980-05-12,Mon,424
MN,1980,5,12,1980-05-12,Mon,183
MO,1980,5,12,1980-05-12,Mon,217
MS,1980,5,12,1980-05-12,Mon,116
MT,1980,5,12,1980-05-12,Mon,41
NC,1980,5,12,1980-05-12,Mon,227
ND,1980,5,12,1980-05-12,Mon,38
NE,1980,5,12,1980-05-12,Mon,63
NH,1980,5,12,1980-05-12,Mon,42
NJ,1980,5,12,1980-05-12,Mon,226
NM,1980,5,12,1980-05-12,Mon,74
NV,1980,5,12,1980-05-12,Mon,47
NY,1980,5,12,1980-05-12,Mon,641
OH,1980,5,12,1980-05-12,Mon,486
OK,1980,5,12,1980-05-12,Mon,134
OR,1980,5,12,1980-05-12,Mon,121
PA,1980,5,12,1980-05-12,Mon,446
RI,1980,5,12,1980-05-12,Mon,30
SC,1980,5,12,1980-05-12,Mon,116
SD,1980,5,12,1980-05-12,Mon,44
TN,1980,5,12,1980-05-12,Mon,214
TX,1980,5,12,1980-05-12,Mon,779
UT,1980,5,12,1980-05-12,Mon,125
VA,1980,5,12,1980-05-12,Mon,230
VT,1980,5,12,1980-05-12,Mon,17
WA,1980,5,12,1980-05-12,Mon,201
WI,1980,5,12,1980-05-12,Mon,200
WV,1980,5,12,1980-05-12,Mon,101
WY,1980,5,12,1980-05-12,Mon,23
AK,1980,5,13,1980-05-13,Tues,28
AL,1980,5,13,1980-05-13,Tues,159
AR,1980,5,13,1980-05-13,Tues,102
AZ,1980,5,13,1980-05-13,Tues,140
CA,1980,5,13,1980-05-13,Tues,1046
CO,1980,5,13,1980-05-13,Tues,154
CT,1980,5,13,1980-05-13,Tues,104
DC,1980,5,13,1980-05-13,Tues,66
DE,1980,5,13,1980-05-13,Tues,22
FL,1980,5,13,1980-05-13,Tues,365
GA,1980,5,13,1980-05-13,Tues,224
HI,1980,5,13,1980-05-13,Tues,47
IA,1980,5,13,1980-05-13,Tues,137
ID,1980,5,13,1980-05-13,Tues,72
IL,1980,5,13,1980-05-13,Tues,518
IN,1980,5,13,1980-05-13,Tues,265
KS,1980,5,13,1980-05-13,Tues,124
KY,1980,5,13,1980-05-13,Tues,162
LA,1980,5,13,1980-05-13,Tues,205
MA,1980,5,13,1980-05-13,Tues,211
MD,1980,5,13,1980-05-13,Tues,139
ME,1980,5,13,1980-05-13,Tues,53
MI,1980,5,13,1980-05-13,Tues,400
MN,1980,5,13,1980-05-13,Tues,178
MO,1980,5,13,1980-05-13,Tues,207
MS,1980,5,13,1980-05-13,Tues,103
MT,1980,5,13,1980-05-13,Tues,49
NC,1980,5,13,1980-05-13,Tues,251
ND,1980,5,13,1980-05-13,Tues,40
NE,1980,5,13,1980-05-13,Tues,86
NH,1980,5,13,1980-05-13,Tues,35
NJ,1980,5,13,1980-05-13,Tues,236
NM,1980,5,13,1980-05-13,Tues,64
NV,1980,5,13,1980-05-13,Tues,36
NY,1980,5,13,1980-05-13,Tues,694
OH,1980,5,13,1980-05-13,Tues,496
OK,1980,5,13,1980-05-13,Tues,143
OR,1980,5,13,1980-05-13,Tues,143
PA,1980,5,13,1980-05-13,Tues,417
RI,1980,5,13,1980-05-13,Tues,32
SC,1980,5,13,1980-05-13,Tues,140
SD,1980,5,13,1980-05-13,Tues,38
TN,1980,5,13,1980-05-13,Tues,192
TX,1980,5,13,1980-05-13,Tues,790
UT,1980,5,13,1980-05-13,Tues,119
VA,1980,5,13,1980-05-13,Tues,209
VT,1980,5,13,1980-05-13,Tues,21
WA,1980,5,13,1980-05-13,Tues,183
WI,1980,5,13,1980-05-13,Tues,221
WV,1980,5,13,1980-05-13,Tues,70
WY,1980,5,13,1980-05-13,Tues,31
AK,1980,5,14,1980-05-14,Wed,36
AL,1980,5,14,1980-05-14,Wed,153
AR,1980,5,14,1980-05-14,Wed,100
AZ,1980,5,14,1980-05-14,Wed,116
CA,1980,5,14,1980-05-14,Wed,1110
CO,1980,5,14,1980-05-14,Wed,153
CT,1980,5,14,1980-05-14,Wed,113
DC,1980,5,14,1980-05-14,Wed,62
DE,1980,5,14,1980-05-14,Wed,26
FL,1980,5,14,1980-05-14,Wed,348
GA,1980,5,14,1980-05-14,Wed,234
HI,1980,5,14,1980-05-14,Wed,42
IA,1980,5,14,1980-05-14,Wed,139
ID,1980,5,14,1980-05-14,Wed,58
IL,1980,5,14,1980-05-14,Wed,476
IN,1980,5,14,1980-05-14,Wed,228
KS,1980,5,14,1980-05-14,Wed,116
KY,1980,5,14,1980-05-14,Wed,200
LA,1980,5,14,1980-05-14,Wed,194
MA,1980,5,14,1980-05-14,Wed,177
MD,1980,5,14,1980-05-14,Wed,151
ME,1980,5,14,1980-05-14,Wed,38
MI,1980,5,14,1980-05-14,Wed,397
MN,1980,5,14,1980-05-14,Wed,170
MO,1980,5,14,1980-05-14,Wed,208
MS,1980,5,14,1980-05-14,Wed,99
MT,1980,5,14,1980-05-14,Wed,37
NC,1980,5,14,1980-05-14,Wed,212
ND,1980,5,14,1980-05-14,Wed,18
NE,1980,5,14,1980-05-14,Wed,84
NH,1980,5,14,1980-05-14,Wed,32
NJ,1980,5,14,1980-05-14,Wed,254
NM,1980,5,14,1980-05-14,Wed,80
NV,1980,5,14,1980-05-14,Wed,49
NY,1980,5,14,1980-05-14,Wed,681
OH,1980,5,14,1980-05-14,Wed,472
OK,1980,5,14,1980-05-14,Wed,124
OR,1980,5,14,1980-05-14,Wed,123
PA,1980,5,14,1980-05-14,Wed,428
RI,1980,5,14,1980-05-14,Wed,31
SC,1980,5,14,1980-05-14,Wed,124
SD,1980,5,14,1980-05-14,Wed,39
TN,1980,5,14,1980-05-14,Wed,176
TX,1980,5,14,1980-05-14,Wed,762
UT,1980,5,14,1980-05-14,Wed,104
VA,1980,5,14,1980-05-14,Wed,201
VT,1980,5,14,1980-05-14,Wed,17
WA,1980,5,14,1980-05-14,Wed,200
WI,1980,5,14,1980-05-14,Wed,192
WV,1980,5,14,1980-05-14,Wed,93
WY,1980,5,14,1980-05-14,Wed,40
AK,1980,5,15,1980-05-15,Thurs,25
AL,1980,5,15,1980-05-15,Thurs,148
AR,1980,5,15,1980-05-15,Thurs,97
AZ,1980,5,15,1980-05-15,Thurs,120
CA,1980,5,15,1980-05-15,Thurs,1198
CO,1980,5,15,1980-05-15,Thurs,141
CT,1980,5,15,1980-05-15,Thurs,106
DC,1980,5,15,1980-05-15,Thurs,66
DE,1980,5,15,1980-05-15,Thurs,24
FL,1980,5,15,1980-05-15,Thurs,350
GA,1980,5,15,1980-05-15,Thurs,230
HI,1980,5,15,1980-05-15,Thurs,42
IA,1980,5,15,1980-05-15,Thurs,148
ID,1980,5,15,1980-05-15,Thurs,68
IL,1980,5,15,1980-05-15,Thurs,532
IN,1980,5,15,1980-05-15,Thurs,229
KS,1980,5,15,1980-05-15,Thurs,100
KY,1980,5,15,1980-05-15,Thurs,141
LA,1980,5,15,1980-05-15,Thurs,196
MA,1980,5,15,1980-05-15,Thurs,198
MD,1980,5,15,1980-05-15,Thurs,122
ME,1980,5,15,1980-05-15,Thurs,58
MI,1980,5,15,1980-05-15,Thurs,386
MN,1980,5,15,1980-05-15,Thurs,172
MO,1980,5,15,1980-05-15,Thurs,238
MS,1980,5,15,1980-05-15,Thurs,107
MT,1980,5,15,1980-05-15,Thurs,34
NC,1980,5,15,1980-05-15,Thurs,240
ND,1980,5,15,1980-05-15,Thurs,46
NE,1980,5,15,1980-05-15,Thurs,72
NH,1980,5,15,1980-05-15,Thurs,41
NJ,1980,5,15,1980-05-15,Thurs,275
NM,1980,5,15,1980-05-15,Thurs,74
NV,1980,5,15,1980-05-15,Thurs,40
NY,1980,5,15,1980-05-15,Thurs,650
OH,1980,5,15,1980-05-15,Thurs,453
OK,1980,5,15,1980-05-15,Thurs,151
OR,1980,5,15,1980-05-15,Thurs,119
PA,1980,5,15,1980-05-15,Thurs,410
RI,1980,5,15,1980-05-15,Thurs,44
SC,1980,5,15,1980-05-15,Thurs,113
SD,1980,5,15,1980-05-15,Thurs,44
TN,1980,5,15,1980-05-15,Thurs,188
TX,1980,5,15,1980-05-15,Thurs,748
UT,1980,5,15,1980-05-15,Thurs,125
VA,1980,5,15,1980-05-15,Thurs,187
VT,1980,5,15,1980-05-15,Thurs,25
WA,1980,5,15,1980-05-15,Thurs,216
WI,1980,5,15,1980-05-15,Thurs,198
WV,1980,5,15,1980-05-15,Thurs,65
WY,1980,5,15,1980-05-15,Thurs,32
AK,1980,5,16,1980-05-16,Fri,30
AL,1980,5,16,1980-05-16,Fri,183
AR,1980,5,16,1980-05-16,Fri,85
AZ,1980,5,16,1980-05-16,Fri,136
CA,1980,5,16,1980-05-16,Fri,1144
CO,1980,5,16,1980-05-16,Fri,138
CT,1980,5,16,1980-05-16,Fri,122
DC,1980,5,16,1980-05-16,Fri,66
DE,1980,5,16,1980-05-16,Fri,32
FL,1980,5,16,1980-05-16,Fri,339
GA,1980,5,16,1980-05-16,Fri,262
HI,1980,5,16,1980-05-16,Fri,41
IA,1980,5,16,1980-05-16,Fri,138
ID,1980,5,16,1980-05-16,Fri,56
IL,1980,5,16,1980-05-16,Fri,501
IN,1980,5,16,1980-05-16,Fri,230
KS,1980,5,16,1980-05-16,Fri,86
KY,1980,5,16,1980-05-16,Fri,179
LA,1980,5,16,1980-05-16,Fri,198
MA,1980,5,16,1980-05-16,Fri,194
MD,1980,5,16,1980-05-16,Fri,151
ME,1980,5,16,1980-05-16,Fri,51
MI,1980,5,16,1980-05-16,Fri,405
MN,1980,5,16,1980-05-16,Fri,207
MO,1980,5,16,1980-05-16,Fri,199
MS,1980,5,16,1980-05-16,Fri,122
MT,1980,5,16,1980-05-16,Fri,37
NC,1980,5,16,1980-05-16,Fri,214
ND,1980,5,16,1980-05-16,Fri,46
NE,1980,5,16,1980-05-16,Fri,80
NH,1980,5,16,1980-05-16,Fri,38
NJ,1980,5,16,1980-05-16,Fri,267
NM,1980,5,16,1980-05-16,Fri,64
NV,1980,5,16,1980-05-16,Fri,36
NY,1980,5,16,1980-05-16,Fri,662
OH,1980,5,16,1980-05-16,Fri,461
OK,1980,5,16,1980-05-16,Fri,121
OR,1980,5,16,1980-05-16,Fri,117
PA,1980,5,16,1980-05-16,Fri,454
RI,1980,5,16,1980-05-16,Fri,28
SC,1980,5,16,1980-05-16,Fri,110
SD,1980,5,16,1980-05-16,Fri,38
TN,1980,5,16,1980-05-16,Fri,207
TX,1980,5,16,1980-05-16,Fri,738
UT,1980,5,16,1980-05-16,Fri,133
VA,1980,5,16,1980-05-16,Fri,174
VT,1980,5,16,1980-05-16,Fri,27
WA,1980,5,16,1980-05-16,Fri,192
WI,1980,5,16,1980-05-16,Fri,201
WV,1980,5,16,1980-05-16,Fri,71
WY,1980,5,16,1980-05-16,Fri,31
AK,1980,5,17,1980-05-17,Sat,21
AL,1980,5,17,1980-05-17,Sat,157
AR,1980,5,17,1980-05-17,Sat,91
AZ,1980,5,17,1980-05-17,Sat,98
CA,1980,5,17,1980-05-17,Sat,962
CO,1980,5,17,1980-05-17,Sat,134
CT,1980,5,17,1980-05-17,Sat,100
DC,1980,5,17,1980-05-17,Sat,50
DE,1980,5,17,1980-05-17,Sat,20
FL,1980,5,17,1980-05-17,Sat,297
GA,1980,5,17,1980-05-17,Sat,194
HI,1980,5,17,1980-05-17,Sat,46
IA,1980,5,17,1980-05-17,Sat,125
ID,1980,5,17,1980-05-17,Sat,47
IL,1980,5,17,1980-05-17,Sat,410
IN,1980,5,17,1980-05-17,Sat,205
KS,1980,5,17,1980-05-17,Sat,85
KY,1980,5,17,1980-05-17,Sat,141
LA,1980,5,17,1980-05-17,Sat,148
MA,1980,5,17,1980-05-17,Sat,190
MD,1980,5,17,1980-05-17,Sat,119
ME,1980,5,17,1980-05-17,Sat,39
MI,1980,5,17,1980-05-17,Sat,375
MN,1980,5,17,1980-05-17,Sat,171
MO,1980,5,17,1980-05-17,Sat,165
MS,1980,5,17,1980-05-17,Sat,104
MT,1980,5,17,1980-05-17,Sat,34
NC,1980,5,17,1980-05-17,Sat,189
ND,1980,5,17,1980-05-17,Sat,44
NE,1980,5,17,1980-05-17,Sat,61
NH,1980,5,17,1980-05-17,Sat,32
NJ,1980,5,17,1980-05-17,Sat,210
NM,1980,5,17,1980-05-17,Sat,70
NV,1980,5,17,1980-05-17,Sat,20
NY,1980,5,17,1980-05-17,Sat,571
OH,1980,5,17,1980-05-17,Sat,387
OK,1980,5,17,1980-05-17,Sat,114
OR,1980,5,17,1980-05-17,Sat,106
PA,1980,5,17,1980-05-17,Sat,386
RI,1980,5,17,1980-05-17,Sat,23
SC,1980,5,17,1980-05-17,Sat,94
SD,1980,5,17,1980-05-17,Sat,29
TN,1980,5,17,1980-05-17,Sat,182
TX,1980,5,17,1980-05-17,Sat,582
UT,1980,5,17,1980-05-17,Sat,96
VA,1980,5,17,1980-05-17,Sat,192
VT,1980,5,17,1980-05-17,Sat,23
WA,1980,5,17,1980-05-17,Sat,158
WI,1980,5,17,1980-05-17,Sat,187
WV,1980,5,17,1980-05-17,Sat,72
WY,1980,5,17,1980-05-17,Sat,29
AK,1980,5,18,1980-05-18,Sun,32
AL,1980,5,18,1980-05-18,Sun,145
AR,1980,5,18,1980-05-18,Sun,92
AZ,1980,5,18,1980-05-18,Sun,104
CA,1980,5,18,1980-05-18,Sun,948
CO,1980,5,18,1980-05-18,Sun,115
CT,1980,5,18,1980-05-18,Sun,88
DC,1980,5,18,1980-05-18,Sun,38
DE,1980,5,18,1980-05-18,Sun,20
FL,1980,5,18,1980-05-18,Sun,270
GA,1980,5,18,1980-05-18,Sun,220
HI,1980,5,18,1980-05-18,Sun,35
IA,1980,5,18,1980-05-18,Sun,102
ID,1980,5,18,1980-05-18,Sun,44
IL,1980,5,18,1980-05-18,Sun,402
IN,1980,5,18,1980-05-18,Sun,217
KS,1980,5,18,1980-05-18,Sun,103
KY,1980,5,18,1980-05-18,Sun,133
LA,1980,5,18,1980-05-18,Sun,169
MA,1980,5,18,1980-05-18,Sun,168
MD,1980,5,18,1980-05-18,Sun,133
ME,1980,5,18,1980-05-18,Sun,42
MI,1980,5,18,1980-05-18,Sun,344
MN,1980,5,18,1980-05-18,Sun,176
MO,1980,5,18,1980-05-18,Sun,187
MS,1980,5,18,1980-05-18,Sun,95
MT,1980,5,18,1980-05-18,Sun,29
NC,1980,5,18,1980-05-18,Sun,180
ND,1980,5,18,1980-05-18,Sun,28
NE,1980,5,18,1980-05-18,Sun,74
NH,1980,5,18,1980-05-18,Sun,33
NJ,1980,5,18,1980-05-18,Sun,245
NM,1980,5,18,1980-05-18,Sun,82
NV,1980,5,18,1980-05-18,Sun,37
NY,1980,5,18,1980-05-18,Sun,582
OH,1980,5,18,1980-05-18,Sun,342
OK,1980,5,18,1980-05-18,Sun,99
OR,1980,5,18,1980-05-18,Sun,121
PA,1980,5,18,1980-05-18,Sun,370
RI,1980,5,18,1980-05-18,Sun,33
SC,1980,5,18,1980-05-18,Sun,112
SD,1980,5,18,1980-05-18,Sun,29
TN,1980,5,18,1980-05-18,Sun,183
TX,1980,5,18,1980-05-18,Sun,614
UT,1980,5,18,1980-05-18,Sun,91
VA,1980,5,18,1980-05-18,Sun,176
VT,1980,5,18,1980-05-18,Sun,18
WA,1980,5,18,1980-05-18,Sun,158
WI,1980,5,18,1980-05-18,Sun,185
WV,1980,5,18,1980-05-18,Sun,62
WY,1980,5,18,1980-05-18,Sun,18
AK,1980,5,19,1980-05-19,Mon,33
AL,1980,5,19,1980-05-19,Mon,161
AR,1980,5,19,1980-05-19,Mon,92
AZ,1980,5,19,1980-05-19,Mon,130
CA,1980,5,19,1980-05-19,Mon,1074
CO,1980,5,19,1980-05-19,Mon,138
CT,1980,5,19,1980-05-19,Mon,97
DC,1980,5,19,1980-05-19,Mon,64
DE,1980,5,19,1980-05-19,Mon,30
FL,1980,5,19,1980-05-19,Mon,320
GA,1980,5,19,1980-05-19,Mon,260
HI,1980,5,19,1980-05-19,Mon,53
IA,1980,5,19,1980-05-19,Mon,127
ID,1980,5,19,1980-05-19,Mon,65
IL,1980,5,19,1980-05-19,Mon,528
IN,1980,5,19,1980-05-19,Mon,226
KS,1980,5,19,1980-05-19,Mon,104
KY,1980,5,19,1980-05-19,Mon,146
LA,1980,5,19,1980-05-19,Mon,192
MA,1980,5,19,1980-05-19,Mon,216
MD,1980,5,19,1980-05-19,Mon,160
ME,1980,5,19,1980-05-19,Mon,48
MI,1980,5,19,1980-05-19,Mon,432
MN,1980,5,19,1980-05-19,Mon,208
MO,1980,5,19,1980-05-19,Mon,244
MS,1980,5,19,1980-05-19,Mon,156
MT,1980,5,19,1980-05-19,Mon,47
NC,1980,5,19,1980-05-19,Mon,229
ND,1980,5,19,1980-05-19,Mon,36
NE,1980,5,19,1980-05-19,Mon,71
NH,1980,5,19,1980-05-19,Mon,33
NJ,1980,5,19,1980-05-19,Mon,230
NM,1980,5,19,1980-05-19,Mon,86
NV,1980,5,19,1980-05-19,Mon,42
NY,1980,5,19,1980-05-19,Mon,687
OH,1980,5,19,1980-05-19,Mon,473
OK,1980,5,19,1980-05-19,Mon,119
OR,1980,5,19,1980-05-19,Mon,147
PA,1980,5,19,1980-05-19,Mon,484
RI,1980,5,19,1980-05-19,Mon,26
SC,1980,5,19,1980-05-19,Mon,132
SD,1980,5,19,1980-05-19,Mon,32
TN,1980,5,19,1980-05-19,Mon,193
TX,1980,5,19,1980-05-19,Mon,733
UT,1980,5,19,1980-05-19,Mon,126
VA,1980,5,19,1980-05-19,Mon,202
VT,1980,5,19,1980-05-19,Mon,20
WA,1980,5,19,1980-05-19,Mon,218
WI,1980,5,19,1980-05-19,Mon,210
WV,1980,5,19,1980-05-19,Mon,84
WY,1980,5,19,1980-05-19,Mon,20
AK,1980,5,20,1980-05-20,Tues,28
AL,1980,5,20,1980-05-20,Tues,167
AR,1980,5,20,1980-05-20,Tues,106
AZ,1980,5,20,1980-05-20,Tues,160
CA,1980,5,20,1980-05-20,Tues,1214
CO,1980,5,20,1980-05-20,Tues,150
CT,1980,5,20,1980-05-20,Tues,110
DC,1980,5,20,1980-05-20,Tues,64
DE,1980,5,20,1980-05-20,Tues,36
FL,1980,5,20,1980-05-20,Tues,354
GA,1980,5,20,1980-05-20,Tues,264
HI,1980,5,20,1980-05-20,Tues,45
IA,1980,5,20,1980-05-20,Tues,151
ID,1980,5,20,1980-05-20,Tues,52
IL,1980,5,20,1980-05-20,Tues,539
IN,1980,5,20,1980-05-20,Tues,264
KS,1980,5,20,1980-05-20,Tues,136
KY,1980,5,20,1980-05-20,Tues,167
LA,1980,5,20,1980-05-20,Tues,197
MA,1980,5,20,1980-05-20,Tues,253
MD,1980,5,20,1980-05-20,Tues,144
ME,1980,5,20,1980-05-20,Tues,55
MI,1980,5,20,1980-05-20,Tues,450
MN,1980,5,20,1980-05-20,Tues,211
MO,1980,5,20,1980-05-20,Tues,209
MS,1980,5,20,1980-05-20,Tues,141
MT,1980,5,20,1980-05-20,Tues,51
NC,1980,5,20,1980-05-20,Tues,232
ND,1980,5,20,1980-05-20,Tues,36
NE,1980,5,20,1980-05-20,Tues,85
NH,1980,5,20,1980-05-20,Tues,46
NJ,1980,5,20,1980-05-20,Tues,242
NM,1980,5,20,1980-05-20,Tues,74
NV,1980,5,20,1980-05-20,Tues,37
NY,1980,5,20,1980-05-20,Tues,737
OH,1980,5,20,1980-05-20,Tues,488
OK,1980,5,20,1980-05-20,Tues,139
OR,1980,5,20,1980-05-20,Tues,143
PA,1980,5,20,1980-05-20,Tues,457
RI,1980,5,20,1980-05-20,Tues,37
SC,1980,5,20,1980-05-20,Tues,148
SD,1980,5,20,1980-05-20,Tues,36
TN,1980,5,20,1980-05-20,Tues,193
TX,1980,5,20,1980-05-20,Tues,814
UT,1980,5,20,1980-05-20,Tues,129
VA,1980,5,20,1980-05-20,Tues,239
VT,1980,5,20,1980-05-20,Tues,28
WA,1980,5,20,1980-05-20,Tues,182
WI,1980,5,20,1980-05-20,Tues,221
WV,1980,5,20,1980-05-20,Tues,77
WY,1980,5,20,1980-05-20,Tues,33
AK,1980,5,21,1980-05-21,Wed,33
AL,1980,5,21,1980-05-21,Wed,174
AR,1980,5,21,1980-05-21,Wed,97
AZ,1980,5,21,1980-05-21,Wed,130
CA,1980,5,21,1980-05-21,Wed,1014
CO,1980,5,21,1980-05-21,Wed,151
CT,1980,5,21,1980-05-21,Wed,97
DC,1980,5,21,1980-05-21,Wed,46
DE,1980,5,21,1980-05-21,Wed,28
FL,1980,5,21,1980-05-21,Wed,370
GA,1980,5,21,1980-05-21,Wed,234
HI,1980,5,21,1980-05-21,Wed,49
IA,1980,5,21,1980-05-21,Wed,130
ID,1980,5,21,1980-05-21,Wed,67
